Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;6931AE;1;563400;Agrarisch Bedrijf V Bus;IJsseldijk 90;Westervoort;9192068;;;;;
2024;6941RB;1;312700;;;;;;;;;
2024;6941SK;1;655000;;;;;;;;;
2024;6942JC;1;222600;;;;;;;;;
2024;6942JK;1;29000;;;;;;;;;
2024;6942PP;1;68500;;;;;;;;;
2024;6942PT;1;41480;;;;;;;;;
2024;6952ET;1;13000;;;;;;;;;
2024;6956CG;1;12500;;;;;;;;;
2024;6957DE;1;256700;;;;;;;;;
2024;6957DJ;1;253500;;;;;;;;;
2024;6961RA;2;188600;Gsw Te Bokkel;Soerense Zand Zuid 5;Eerbeek;63449889;;;;;
2024;6971JS;1;290000;;;;;;;;;
2024;6988BS;1;799600;;;;;;;;;
2024;6991JN;1;516300;Stal De Kruishorst Bv;Brinkweg 3;Rheden;10038115;;;;;
2024;6991JP;1;60000;;;;;;;;;
2024;6994JD;2;750500;;;;;;;;;
2024;6998CC;1;81500;Stal Vonders;Eldrikseweg 1;Laag-Keppel;52480909;;;;;
2024;6999DT;1;128800;;;;;;;;;
2024;6999EB;1;416500;;;;;;;;;
2024;7002CP;1;471000;Dutch Sporthorses;Bevrijdingsstraat 92;Doetinchem;9153487;;;;;
2024;7004HL;1;95400;;;;;;;;;
2024;7004JB;1;263400;;;;;;;;;
2024;7021KC;1;232100;;;;;;;;;
2024;7021LT;1;356900;;;;;;;;;
2024;7031EG;1;220640;Bjh Derksen;Kelderweg 2;Wehl;9203996;;;;;
2024;7031HS;1;135100;;;;;;;;;
2024;7036AB;1;30700;;;;;;;;;
2024;7036AC;1;32300;;;;;;;;;
2024;7037BG;1;90000;;;;;;;;;
2024;7037CN;1;40700;;;;;;;;;
2024;7037DA;2;317400;;;;;;;;;
2024;7038EM;1;113800;;;;;;;;;
2024;7039CC;1;52800;;;;;;;;;
2024;7039CK;1;238900;Stal De Pluum;Camphuysenweg 2;Stokkum;56079125;;;;;
2024;7047CB;1;403500;;;;;;;;;
2024;7054AL;1;227120;;;;;;;;;
2024;7054AV;1;56780;;;;;;;;;
2024;7055AM;1;282700;;;;;;;;;
2024;7055BT;1;179100;;;;;;;;;
2024;7064KG;1;89100;;;;;;;;;
2024;7064LA;1;62400;;;;;;;;;
2024;7075DK;1;427500;;;;;;;;;
2024;7075DS;1;14000;Hengstenhouderij Van Keulen;Bluemerstraat 4;Etten;9172780;;;;;
2024;7075EL;1;262300;Eurobred Horses;Warmseweg 13;Etten;64010082;;;;;
2024;7075EP;1;108830;Stoeterij De Wiellijksche Stede;Warmseweg 5;Etten;73483486;;;;;
2024;7081AA;1;510700;The Horse Store;Ulftseweg 4 A;Gendringen;9147142;;;;;
2024;7081HM;1;10000;Stal Van Ravesteijn;Miltseweg 5;Gendringen;71574573;;;;;
2024;7083AN;1;247400;;;;;;;;;
2024;7101PA;1;1992940;Paardenopfokbedrijf Wim Ten Pas;Bataafseweg 8;Winterswijk;69709017;;;;;
2024;7104GM;1;41900;;;;;;;;;
2024;7105CC;1;6000;;;;;;;;;
2024;7107AZ;1;14000;Hj Te Brummelstroete;Pillenweg 3;Winterswijk Kotten;9213441;;;;;
2024;7109BB;1;140000;;;;;;;;;
2024;7109BS;1;738050;Paardenopfokstal Familie Dekkers;Smeenkstegge 9;Winterswijk Miste;55731228;;;;;
2024;7109CB;1;30000;;;;;;;;;
2024;7119AA;1;45000;Stal Hietbrink;Corleseweg 47;Winterswijk Corle;9186223;;;;;
2024;7121KC;1;270060;;;;;;;;;
2024;7122JX;1;177240;;;;;;;;;
2024;7122KC;1;359440;Stal Drenthel;Huisstededijk 5;Aalten;53366107;;;;;
2024;7122RP;1;83280;;;;;;;;;
2024;7135JB;1;76380;;;;;;;;;
2024;7135JC;1;263500;;;;;;;;;
2024;7135KK;1;82900;;;;;;;;;
2024;7136KN;1;619800;Mp Olthof Horses Bv;Grensweg 8;Zieuwent;68715854;;;;;
2024;7136LC;1;56320;L Ponds;Zieuwentseweg 48;Zieuwent;50926268;;;;;
2024;7137HD;1;51300;;;;;;;;;
2024;7141HE;1;671520;Jwh Huurneman;Oude Winterswijkseweg 46;Groenlo;9222269;;;;;
2024;7151HA;2;1004020;Lhbm Beusink;Molenweg 20;Eibergen;9213870;;;;;
2024;7151HR;1;178000;;;;;;;;;
2024;7157BB;1;45000;;;;;;;;;
2024;7161ML;1;184320;;;;;;;;;
2024;7161RH;1;353500;Pensionstal En Trainingsstal Hermelink;Kempersdijk 52;Neede;9180790;;;;;
2024;7207DG;2;182620;;;;;;;;;
2024;7211LR;1;96000;;;;;;;;;
2024;7211MH;1;155500;H De Jong;Harfsense Steeg 7;Eefde;5051612;;;;;
2024;7213LT;1;259000;Stal De Prins;Flierderweg 11;Gorssel;59107529;;;;;
2024;7216PP;1;243000;;;;;;;;;
2024;7216PT;1;379200;;;;;;;;;
2024;7218NM;1;139900;;;;;;;;;
2024;7241RL;1;133000;;;;;;;;;
2024;7241SC;1;268100;;;;;;;;;
2024;7244NA;1;907000;;;;;;;;;
2024;7245NE;1;40000;Stal Saaltink;Molendijk 12;Laren;57941963;;;;;
2024;7245VW;1;1452300;Mvh Ruitersport;Verwoldseweg 29;Laren;76671992;;;;;
2024;7251LW;1;138300;Dekstation Nieuwmoed;Ruurloseweg 96;Vorden;8049805;;;;;
2024;7251NA;1;208900;;;;;;;;;
2024;7255JZ;1;46500;Hoeve De Hooghekamp;Hogenkampweg 40;Hengelo (Gld);52263231;;;;;
2024;7255LW;1;129000;;;;;;;;;
2024;7255NN;1;220200;;;;;;;;;
2024;7255PM;1;639600;;;;;;;;;
2024;7261MX;1;31200;Brennerhoeve;'t Langenbarg 3;Ruurlo;9189565;;;;;
2024;7261SK;1;359770;Paardenpension T Arve;Koedijk 3;Ruurlo;9221832;;;;;
2024;7271SM;1;12000;Stal Cupido;Barchemseweg 30;Borculo;57420793;;;;;
2024;7274DP;1;101000;;;;;;;;;
2024;7274EG;1;1883200;Team Nijhof;Kulsdom 9;Geesteren;76925595;;;;;
2024;7274EM;1;827600;;;;;;;;;
2024;7275AE;1;96800;;;;;;;;;
2024;7275AR;1;129240;;;;;;;;;
2024;7275AV;1;339600;;;;;;;;;
2024;7275BH;1;528500;;;;;;;;;
2024;7325WR;1;148600;;;;;;;;;
2024;7331CJ;1;16000;;;;;;;;;
2024;7333NM;1;156400;;;;;;;;;
2024;7339GT;1;268300;;;;;;;;;
2024;7341PN;1;732100;Manege Pothoven;Broeklanderweg 91;Beemte Broekland;73539988;;;;;
2024;7341PT;1;291500;;;;;;;;;
2024;7345AC;1;72300;;;;;;;;;
2024;7345CK;1;248400;Vof Stal Sprengenhorst;Wieselse Kampweg 62 A;Wenum Wiesel;8027268;;;;;
2024;7345CM;1;92500;;;;;;;;;
2024;7345CN;1;30800;;;;;;;;;
2024;7345CR;1;287200;De Ploeg Wiessel;Greutelseweg 61;Wenum Wiesel;8193996;;;;;
2024;7345DZ;1;400400;Dresspring Bv;Kanaweg 21 A;Wenum Wiesel;8054132;;;;;
2024;7345EE;1;90300;;;;;;;;;
2024;7351AW;1;373000;;;;;;;;;
2024;7361CH;1;24000;;;;;;;;;
2024;7361CR;1;32000;;;;;;;;;
2024;7361CT;1;47500;;;;;;;;;
2024;7361CW;1;30000;;;;;;;;;
2024;7361CX;1;536500;Riant Equestrian Centre;Bruggelerweg 4;;;055-5061230;;;;
2024;7364AA;1;273400;Hollander Horses Bv;Wolfskuilen 36;Lieren;72094095;;;;;
2024;7364CA;1;474300;;;;;;;;;
2024;7371AA;1;102100;;;;;;;;;
2024;7371DE;1;36000;;;;;;;;;
2024;7381AG;1;32400;;;;;;;;;
2024;7382SB;2;481000;Em Boom;Oude Zutphenseweg 5;Klarenbeek;8203181;;;;;
2024;7384CT;1;779000;;;;;;;;;
2024;7384SL;1;17100;Stoeterij Beltmanshoeve;Heeringstraat 4;Wilp;54468493;;;;;
2024;7384SR;1;372300;Stal Bruin;Achterhoekseweg 8;Wilp;68323581;;;;;
2024;7395SE;1;559400;Het Hoefhof;Woudweg 10 B;Teuge;69358923;;;;;
2024;7396NL;1;365500;;;;;;;;;
2024;7431PE;1;591200;;;;;;;;;
2024;7433RT;1;72000;Aj Slot;Kranekampsweg 2;Schalkhaar;8198426;;;;;
2024;7434PM;1;408400;;;;;;;;;
2024;7434RG;1;227820;;;;;;;;;
2024;7434RH;1;649600;Stal De Borgelink;Borgelinksweg 2;Lettele;8212749;;;;;
2024;7435PB;1;76900;;;;;;;;;
2024;7437PJ;1;27000;;;;;;;;;
2024;7443SP;1;59760;;;;;;;;;
2024;7447RN;1;572100;;;;;;;;;
2024;7447RP;1;619600;;;;;;;;;
2024;7447SP;1;77460;;;;;;;;;
2024;7448 RR;1;61690;;;;;;;;;
2024;7448RN;1;420500;Stal De Ruuter;Almeloseweg 30;Haarle;8160355;;;;;
2024;7448RR;1;361250;;;;;;;;;
2024;7448RT;1;192800;;;;;;;;;
2024;7451CK;1;170700;;;;;;;;;
2024;7451LP;1;340700;Ha Nikkels;Boerendanssteeg 27 W;Holten;8206714;;;;;
2024;7451LZ;1;234000;;;;;;;;;
2024;7451MC;1;20000;;;;;;;;;
2024;7451SC;1;221000;;;;;;;;;
2024;7451SN;1;15000;;;;;;;;;
2024;7461PN;1;819000;;;;;;;;;
2024;7468RP;1;272500;;;;;;;;;
2024;7468RV;1;304200;;;;;;;;;
2024;7475RV;1;1141800;;;;;;;;;
2024;7475SZ;1;246600;;;;;;;;;
2024;7475TK;1;320500;;;;;;;;;
2024;7481PB;1;68800;Hanenberghoeve;Hanenbergweg 45;Haaksbergen;6058457;;;;;
2024;7481PX;1;20000;;;;;;;;;
2024;7481VL;1;660300;;;;;;;;;
2024;7482MA;1;652200;;;;;;;;;
2024;7482RN;1;238000;;;;;;;;;
2024;7482SB;1;340100;;;;;;;;;
2024;7495PE;1;630000;Gba Te Koppele;Schoneveldsweg 11;Ambt Delden;8203240;;;;;
2024;7495TV;1;176400;;;;;;;;;
2024;7511BC;1;247200;;;;;;;;;
2024;7522AK;1;123300;;;;;;;;;
2024;7522PG;1;481000;;;;;;;;;
2024;7524PT;1;264500;;;;;;;;;
2024;7536PE;1;542600;Holzikstables;Allemansveldweg 150;Enschede;71465588;;;;;
2024;7546PR;1;423100;Erve Rutbeek;Rutbeekweg 65;Enschede;8118550;;;;;
2024;7546RM;1;236380;Manege De Hoefslag;Helmerhoekweg 9;;;615510432;;;;
2024;7548PB;1;7640;I Mosman;Haaksbergerstraat 843;Enschede;61797057;;;;;
2024;7552PG;1;366680;Vof Stal Pegge;Korte Smienkweg 16;Hengelo;8203924;;;;;
2024;7554PG;1;41500;De Tukkerij;Sluitersdijk 42;Hengelo;61956899;;;;;
2024;7554PR;1;463500;Pensionstal Scholten;Kerkpad 8;Hengelo;8183071;;;;;
2024;7554RR;1;135300;;;;;;;;;
2024;7559PR;1;324600;;;;;;;;;
2024;7561SJ;1;20660;;;;;;;;;
2024;7574VB;1;148900;;;;;;;;;
2024;7586RB;1;42600;Berkelroos;Invalsweg 17;Overdinkel;6083385;;;;;
2024;7586RR;1;30620;Handelstal De Saandkaamp;Strootsweg 4;Overdinkel;57702241;;;;;
2024;7587LC;1;75280;Pia Luise Aufrecht Bv;Beuningerstraat 19;de Lutte;8202894;;;;;
2024;7587LL;1;10000;Maatschap Morsink;Hanhofweg 18;de Lutte;8222282;;;;;
2024;7587ND;1;211700;;;;;;;;;
2024;7588PB;1;101820;Maatschap Wigger;Hassinkhofweg 1;Beuningen;8222141;;;;;
2024;7588RE;1;94000;;;;;;;;;
2024;7591NB;1;599600;De Dinkel Hoeve;Stroothuizerweg 30;Denekamp;8112393;;;;;
2024;7591NE;1;71416;;;;;;;;;
2024;7595KH;1;63000;Hengstenhouderij Borghuis;Beekdorpweg 18;Weerselo;71200517;;;;;
2024;7595MK;1;294000;Hengstenhouderij Nijenkamp;Hilbertweg 5;Weerselo;8201551;;;;;
2024;7601PC;1;16100;;;;;;;;;
2024;7602CH;1;13220;;;;;;;;;
2024;7609ZS;1;30820;;;;;;;;;
2024;7615PK;1;142700;Hagenvoort Sporthorses;Klösseweg 2;Harbrinkhoek;67686753;;;;;
2024;7635NA;1;3548600;Stal T Hofstee;Dorpsstraat 9;Lattrop-Breklenkamp;8100355;;;;;
2024;7635NK;1;230920;De Schuurmanhoeve;Frensdorferweg 36;Lattrop-Breklenkamp;66943841;;;;;
2024;7637PB;1;17000;Bonke Vof;Laagsestraat 38;Oud Ootmarsum;60049138;;;;;
2024;7637PD;1;280200;De Wiemselbach;de Mors 69;Oud Ootmarsum;8119652;;;;;
2024;7642NT;2;660990;Vof Combinatie Wesselsvetker;Ypeloweg 43;Wierden;6067353;;;;;
2024;7651LC;1;68320;Stal Luttikhuis Vof;Denekamperweg 79;Tubbergen;78385970;;;;;
2024;7661RP;1;230700;;;;;;;;;
2024;7663TE;1;1153600;Stal Denink;Uelserweg 162;Mander;52336735;;;;;
2024;7665SV;1;16000;;;;;;;;;
2024;7665TN;1;404700;John Kemna Installatietechniek;Zenderseweg 80;Albergen;8133029;;;;;
2024;7671RL;1;140100;;;;;;;;;
2024;7678AT;1;38240;;;;;;;;;
2024;7678SC;1;50380;;;;;;;;;
2024;7678TA;1;428080;;;;;;;;;
2024;7683AZ;2;1624900;Fred Van Straaten Sport Stables;Ommerweg 74;Den Ham;63446030;;;;;
2024;7683PT;1;665600;Maatschap M Dubbink En H Dubbink Blekkenhorst;Linderweg 11;Den Ham;8218387;;;;;
2024;7683RA;1;511400;;;;;;;;;
2024;7683SN;1;175800;;;;;;;;;
2024;7688PV;1;105090;;;;;;;;;
2024;7688RA;1;126000;Stal Westerd;Esweg 17 b;Daarle;8193410;;;;;
2024;7691PE;1;147460;;;;;;;;;
2024;7691PH;1;177400;Gebr Nijmeijer Vof;Brinkweg 8;Bergentheim;5047975;;;;;
2024;7701BG;1;117100;;;;;;;;;
2024;7701PB;1;121500;;;;;;;;;
2024;7707PP;1;686500;;;;;;;;;
2024;7711BN;1;158800;Fokkerij Handelsstal Ruitenberg;Oosterveen 35;Nieuwleusen;8169096;;;;;
2024;7715RD;3;706860;W Harke;Domineesakker 22;Punthorst;8223258;;;;;
2024;7722HW;1;38480;Nanning Stables Bv;Hammerweg 3;Dalfsen;69199779;;;;;
2024;7722PD;1;67000;;;;;;;;;
2024;7722PZ;1;47800;;;;;;;;;
2024;7722SG;1;88720;;;;;;;;;
2024;7722SM;1;446200;;;;;;;;;
2024;7722SP;1;1869700;Stal De Ontginning;Hessenweg 40;Dalfsen;65353560;0529-471264;;;;
2024;7722TW;2;665680;Vof De Vlaake;Veldweg 3;Dalfsen;61524921;;;;;
2024;7731PB;1;174300;;;;;;;;;
2024;7731PX;1;214400;;;;;;;;;
2024;7737PD;1;468700;Kerimaa Sporthorses;Ondersloot Zuid 2;Stegeren;77328914;;;;;
2024;7737PG;1;255500;;;;;;;;;
2024;7738PJ;1;430060;;;;;;;;;
2024;7738PS;1;248700;Stal Dijk Priemis;Maatschappijwijk 2;Witharen;70572488;;;;;
2024;7739PE;1;24240;;;;;;;;;
2024;7741NC;1;124140;;;;;;;;;
2024;7751AM;1;258880;;;;;;;;;
2024;7751NM;1;162000;;;;;;;;;
2024;7751ZS;1;170000;Stalhouderij De Vliers;Vliers 11;Dalen;4065805;;;;;
2024;7755NG;1;812400;;;;;;;;;
2024;7761AG;1;131940;Team Holties;Europaweg 18;Schoonebeek;61509833;;;;;
2024;7776RW;1;517220;;;;;;;;;
2024;7776SE;1;71640;;;;;;;;;
2024;7776SN;1;341300;;;;;;;;;
2024;7777SB;1;73200;;;;;;;;;
2024;7784CG;1;198160;;;;;;;;;
2024;7793HM;1;680200;Veehouderij Ramaker Vof;Hoogenweg 46;Hoogenweg;69791384;;;;;
2024;7796HR;1;318600;Vof Stoeten;Ommerweg 7 /7A;Heemserveen;5069454;;;;;
2024;7797RD;1;137960;;;;;;;;;
2024;7812BM;1;214840;;;;;;;;;
2024;7814TA;1;597200;;;;;;;;;
2024;7814TD;1;1847100;;;;;;;;;
2024;7824RW;1;227498;;;;;;;;;
2024;7841BP;1;330460;;;;;;;;;
2024;7844NW;1;60000;Van Wijk;Nieuwe weg 108;Veenoord;77141679;;;;;
2024;7845TB;1;437400;;;;;;;;;
2024;7846AP;1;250900;;;;;;;;;
2024;7846TB;1;419480;Stoeterij Fitjar;De Hullen 1;Noord-Sleen;4046906;;;;;
2024;7853TC;1;55120;;;;;;;;;
2024;7863TJ;1;306720;;;;;;;;;
2024;7871TG;1;265200;;;;;;;;;
2024;7872TA;1;337700;;;;;;;;;
2024;7874TL;1;252600;;;;;;;;;
2024;7881HK;1;127460;;;;;;;;;
2024;7881XB;1;290900;;;;;;;;;
2024;7884TB;1;13800;;;;;;;;;
2024;7885AN;1;58240;;;;;;;;;
2024;7887GB;1;511280;Maatschap D En Ah Heineke;Ericasestraat 46;Erica;1178093;;;;;
2024;7887GD;1;621260;;;;;;;;;
2024;7894AH;1;507800;;;;;;;;;
2024;7908WT;1;28500;;;;;;;;;
2024;7913TL;1;73100;;;;;;;;;
2024;7913TR;1;22540;;;;;;;;;
2024;7921XC;1;90680;;;;;;;;;
2024;7925PK;1;60000;Gangenpaarden Reestdal;Paardelanden 12;Linde;1163155;;;;;
2024;7925PL;1;87000;Stal Zuidema;Vuile Riete 7;Linde;67682197;;;;;
2024;7926TR;1;308000;;;;;;;;;
2024;7927PB;1;229220;;;;;;;;;
2024;7932PJ;1;216700;;;;;;;;;
2024;7934PD;1;109380;Hengstenhouderij Riekus En Ilonka Veninga;Hoofdweg 7;Stuifzand;2049180;;;;;
2024;7934PN;1;379600;;;;;;;;;
2024;7943KG;1;355020;;;;;;;;;
2024;7946KK;1;255700;Spring En Handelsstal Hoorn;Gasthuisdijk 1 a;Wanneperveen;8178469;;;;;
2024;7946LZ;1;284000;Hj Kamphof;Zomerdijk 5;Wanneperveen;53347080;;;;;
2024;7948LE;1;158700;Handel En Pension Stal Egberdina Hoeve;Nijeveense Bovenboer 29;Nijeveen;77363205;;;;;
2024;7948NH;1;348940;;;;;;;;;
2024;7949AN;1;36000;;;;;;;;;
2024;7951PK;1;81000;Stoeterij Druivenstein Vof;Druivensteinweg 1;Staphorst;74373927;;;;;
2024;7954PB;1;50000;;;;;;;;;
2024;7957NB;1;194600;;;;;;;;;
2024;7958RA;1;319300;;;;;;;;;
2024;7958SR;1;71760;;;;;;;;;
2024;7961LN;1;217000;Dagmar Dressage;De Weidenweg 17 a;Ruinerwold;68503490;;;;;
2024;7961NT;1;200000;;;;;;;;;
2024;7963PC;1;131640;Stal Heeserveld;Echtenseweg 12;Ruinen;66024439;;;;;
2024;7966AA;1;189580;Stal Johan Heins Bv;Hessenweg 30;De Schiphorst;4061736;;;;;
2024;7966AB;1;687700;Vds Horses;Schiphorsterweg 27;De Schiphorst;68606893;;;;;
2024;7981NA;1;389800;;;;;;;;;
2024;7981ND;1;153800;;;;;;;;;
2024;7986PP;1;70000;;;;;;;;;
2024;7991AB;1;31440;;;;;;;;;
2024;7991NB;1;511560;Cjp Bel;Lheebroekerweg 1;Dwingeloo;69634424;;;;;
2024;8014BE;2;503700;;;;;;;;;
2024;8020;1;35900;;;;;;;;;
2024;8021DA;1;2000;;;;;;;;;
2024;8034PJ;1;576900;;;;;;;;;
2024;8035PL;1;330000;;;;;;;;;
2024;8051SH;1;52140;Maatschap Dirksen;Hoenwaardseweg 11;Hattem;57810265;;;;;
2024;8061RR;1;72950;;;;;;;;;
2024;8071RR;1;384540;;;;;;;;;
2024;8071SJ;1;311000;D Van Engelen;Vreeweg 97;Nunspeet;8206198;;;;;
2024;8072DG;1;371800;;;;;;;;;
2024;8076PM;1;333600;;;;;;;;;
2024;8077RA;1;390800;Stal Mol;Varelseweg 42;Hulshorst;74043528;;;;;
2024;8077RT;1;160000;T Hofman;Poppeswegje 32;Hulshorst;8194884;;;;;
2024;8081RZ;1;276280;;;;;;;;;
2024;8084HE;1;267000;;;;;;;;;
2024;8084PM;2;105000;;;;;;;;;
2024;8091PD;1;154700;Stal Ysselvliedt;Jan Boerswegje 3;Wezep;8110036;;;;;
2024;8091PK;1;63000;Stal Van Den Berg Vof;Brandsweg 22;Wezep;77093917;;;;;
2024;8091PL;1;486600;Stoeterij Turfhorst Bv;Nieuwe Dijk 5;Wezep;69067678;;;;;
2024;8094SB;1;3546990;;;;;;;;;
2024;8096PJ;1;15000;;;;;;;;;
2024;8096PS;1;129650;;;;;;;;;
2024;8101PS;1;30000;;;;;;;;;
2024;8102RN;1;218380;Stal 't Reelaer;Heinoseweg 10;;;0572-363398;;;;
2024;8102SL;1;1114200;Jjs Winterstalling Opfok;Hagweg 9;Raalte;5073786;;;;;
2024;8102ST;1;15400;Overmars Breeding And Sporthorses;Wolthaarsdijk WZ 9;Raalte;73298360;;;;;
2024;8105RE;1;84000;Jgam Reimink;Schanekampsweg 6;Luttenberg;8216527;;;;;
2024;8105SB;1;52800;Hhm Bosch;Lemelerweg 52;Luttenberg;8190506;;;;;
2024;8105SK;1;42180;Oosterlaar Horses Import En Export Bv;Vondervoortsweg 9;Luttenberg;60213450;;;;;
2024;8106AC;1;368200;;;;;;;;;
2024;8106AG;1;1068400;;;;;;;;;
2024;8106RJ;1;36500;;;;;;;;;
2024;8106RK;1;217300;;;;;;;;;
2024;8112PK;1;238420;;;;;;;;;
2024;8112PS;1;108000;Gp Horses;Reuskenweg 3;Nieuw Heeten;62668684;;;;;
2024;8112PT;1;202300;;;;;;;;;
2024;8121RV;1;625500;Fw Jansen En Jm Jansen Meijerink;Kloosterstraat 13;Olst;54056454;;;;;
2024;8124RA;1;66480;;;;;;;;;
2024;8131TC;1;931000;;;;;;;;;
2024;8141PA;1;347000;Mb Stables;Oude Rozeboomseweg 2;Heino;70657351;;;;;
2024;8141PN;1;66700;;;;;;;;;
2024;8144RC;1;524300;Stal Herenbrink;Herenbrinksweg 3 a;Lierderholthuis;50356143;;;;;
2024;8144RE;1;75000;Stal Middag;Lierderholthuisweg 42;Lierderholthuis;60245158;;;;;
2024;8146PK;1;73100;;;;;;;;;
2024;8146PM;1;191300;;;;;;;;;
2024;8148RH;1;286700;Ekkelkamp Never Know;Hellendoornseweg 23;Lemele;8211267;;;;;
2024;8151AT;1;161000;F Hoogenboom;Ommerweg 6 A;Lemelerveld;61960411;;;;;
2024;8152DG;1;501700;Stal De Hoge Linde;Dwarsweg 10;Lemelerveld;8199947;;;;;
2024;8153RC;1;30000;Mam Streppel;Oude Twentseweg 48 A;Lemelerveld;8221553;;;;;
2024;8162NE;1;405200;;;;;;;;;
2024;8162NG;2;106000;;;;;;;;;
2024;8162PR;1;41000;Maatschap Richfarm;Tongerenseweg 200;Epe;8192571;;;;;
2024;8162RP;1;317080;;;;;;;;;
2024;8166JR;1;183300;;;;;;;;;
2024;8166KR;1;3208280;Vof De Lindehoeve;Nijbroekerweg 11;Emst;55291341;;;;;
2024;8167LP;1;66000;Hekking Horses;Rozenkampweg 26;Oene;73633755;;;;;
2024;8167LV;1;133580;;;;;;;;;
2024;8171LC;1;45450;Stoeterij De Gathe Bv;Gatherweg 22;Vaassen;55031560;;;;;
2024;8171LE;1;270700;;;;;;;;;
2024;8171PT;1;433800;;;;;;;;;
2024;8171RK;1;118700;;;;;;;;;
2024;8181NN;1;65000;;;;;;;;;
2024;8181PM;1;473200;;;;;;;;;
2024;8181RA;1;589500;;;;;;;;;
2024;8191BW;1;42600;;;;;;;;;
2024;8191KM;1;339940;;;;;;;;;
2024;8191KT;1;16400;;;;;;;;;
2024;8211BB;1;116600;;;;;;;;;
2024;8211BD;1;32580;;;;;;;;;
2024;8219PE;1;991100;Aike Wolfs;Bijlweg 4;Lelystad;39071088;;;;;
2024;8219PV;1;608500;;;;;;;;;
2024;8222AJ;1;495920;Lelymare Horses;Beginweg 35;Lelystad;72910763;;;;;
2024;8245AB;1;728800;;;;;;;;;
2024;8251PB;2;1121800;;;;;;;;;
2024;8251PX;1;686500;;;;;;;;;
2024;8251RC;1;89200;;;;;;;;;
2024;8251RG;1;83640;;;;;;;;;
2024;8251SJ;1;245500;;;;;;;;;
2024;8255PM;1;268600;;;;;;;;;
2024;8255RT;1;107800;;;;;;;;;
2024;8256PD;1;605400;;;;;;;;;
2024;8256PS;1;117000;De Schreef;Hoekwantweg 4;Biddinghuizen;32155343;;;;;
2024;8256RA;1;122000;Alice Naber-Lozeman;Mosselweg 9;;;321331142;;;;
2024;8256RW;1;448000;;;;;;;;;
2024;8265PD;1;669400;;;;;;;;;
2024;8271PJ;1;260780;;;;;;;;;
2024;8276BC;1;1388590;;;;;;;;;
2024;8278AB;1;82260;Stal Retto;Kamperstraatweg 23 B;Kamperveen;5049373;;;;;
2024;8278AN;1;207360;Stal Wittenstein;Wittensteinse allee 3;Kamperveen;8190719;;;;;
2024;8293PA;1;265680;Vof Henniphof;Bisschopswetering 78;Mastenbroek;50147366;;;;;
2024;8302AZ;2;655600;;;;;;;;;
2024;8303MK;1;152700;;;;;;;;;
2024;8308PN;1;84880;;;;;;;;;
2024;8313PL;1;196200;;;;;;;;;
2024;8313PX;1;424600;;;;;;;;;
2024;8313RM;1;454960;;;;;;;;;
2024;8314PW;1;350700;;;;;;;;;
2024;8314PX;1;220300;;;;;;;;;
2024;8321NC;1;76500;;;;;;;;;
2024;8336KJ;1;207840;;;;;;;;;
2024;8338KG;1;641900;;;;;;;;;
2024;8346KP;1;420400;;;;;;;;;
2024;8381XL;1;105800;Stal Jede Vledder Vof;Vledderlanden 1;Vledder;66036119;;;;;
2024;8385GL;1;323620;;;;;;;;;
2024;8392NL;1;417410;Manege Handels En Africhtingsstal Veenstra;Boijlerweg 124;Boijl;1098042;;;;;
2024;8392NV;1;149000;;;;;;;;;
2024;8393RC;1;1116600;Paardensportcentrum de Zuidstroom;Noordwolderweg 8 A;;;0561-431443;;;;
2024;8396GX;1;303700;;;;;;;;;
2024;8397GA;1;327240;Paardensportcentrum Stegeman;Bovenweg 20;De Blesse;1109752;;;;;
2024;8397LG;1;137800;;;;;;;;;
2024;8401BD;1;56900;Dekema Ruitersport;Dwersfeart 13;Gorredijk;1101630;;;;;
2024;8408JD;1;100000;Maatschap Bakker Zoethout;Bûtewei 57;Lippenhuizen;1162413;;;;;
2024;8409CL;1;125000;Ride With Pride Pension En Opfokstalling;Poasen 25;Hemrik;51487802;;;;;
2024;8409JG;1;35000;;;;;;;;;
2024;8422DN;1;291100;;;;;;;;;
2024;8423TA;1;194200;;;;;;;;;
2024;8426AJ;1;154170;;;;;;;;;
2024;8426EN;1;305900;;;;;;;;;
2024;8431TX;1;348900;;;;;;;;;
2024;8434ND;1;61300;;;;;;;;;
2024;8435VW;1;383800;Stoeterij Hanestreek;Hanestreek 7;Donkerbroek;1104737;;;;;
2024;8451KD;1;459800;Hanovers Hoeve;Schoterlandseweg 82;Oudeschoot;4036750;;;;;
2024;8459BR;1;339500;;;;;;;;;
2024;8462TD;1;252480;Oak Ranch;Schoterweg 12;Rotstergaast;54173418;;;;;
2024;8464VK;1;1266500;Stal Fan De Kadyk;Kadijk 14;Sintjohannesga;1142393;;;;;
2024;8468ME;1;8800;;;;;;;;;
2024;8471ZD;1;219900;;;;;;;;;
2024;8472AS;1;108000;;;;;;;;;
2024;8474EA;1;385980;;;;;;;;;
2024;8474EB;1;621620;;;;;;;;;
2024;8477AG;1;40000;;;;;;;;;
2024;8479HJ;2;802440;Roos Stables;Pieter Stuyvesantweg 97;Oldetrijne;1158774;;;;;
2024;8494MZ;2;849440;B De Boer;Birstum 7;Nes;1176259;;;;;
